sim|population|distance|rating|states|counties|wfos|hospitals|hospitalbeds|mobileparks|mobilehomes|psubstations|plines|slon|slat|elon|elat
5448|160|0.227|0|MN|27145|MPX|0|0|0|0|0|0|-96.0975|44.6456|-96.0943|44.6479
5448|112|1.8805|0|MN|27067|MPX|0|0|0|0|0|0|-95.3192|44.8115|-95.2844|44.8231
5450|96|2.2545|0|MN|27043|MPX|0|0|0|0|0|0|-94.0098|43.8124|-93.9743|43.8326
5450|3296|3.8139|1|MN|27059|MPX|0|0|0|0|1|3|-93.2049|45.6034|-93.1348|45.6288
5451|1712|14.7293|2|MN|27083|FSD,MPX|0|0|1|25|2|1|-95.892|44.5546|-95.6476|44.6778
5451|64|0.7349|0|MN|27149|MPX|0|0|0|0|0|0|-95.8933|45.4902|-95.8862|45.4996
5451|800|3.2859|2|IA|19063,19109|DMX|0|0|0|0|0|0|-93.9067|43.789|-93.8777|43.8317
5453|656|2.3736|1|MN|27131|MPX|0|0|0|0|1|1|-93.1577|44.4107|-93.1099|44.4069
5453|304|4.3881|1|MN|27009|MPX|0|0|0|0|0|0|-93.2969|44.2657|-93.2388|44.3137
5453|48|2.6747|0|MN|27063|FSD|0|0|0|0|0|0|-95.2955|43.8809|-95.2555|43.9067
5453|160|1.0629|2|MN|27147|ARX,MPX|0|0|0|0|0|0|-93.0386|44.1595|-93.0218|44.1691
5454|80|0.1292|0|MN|27129|MPX|0|0|0|0|0|0|-95.1517|44.9183|-95.1492|44.9189
5454|1360|4.6227|1|MN|27129|MPX|0|0|0|0|0|0|-94.7467|44.5147|-94.6814|44.5628
5456|64|2.1137|2|IA|19195|MPX|0|0|0|0|0|0|-93.3712|43.5173|-93.3458|43.5417
5456|832|5.8548|2|MN|27109|ARX|0|0|0|0|0|0|-92.396|44.1648|-92.309|44.2221
5457|864|0.1223|0|MN|27019|MPX|0|0|0|0|0|0|-94.555|44.7915|-94.5526|44.7921
5457|3648|0.328|1|MN|27003|MPX|0|0|0|0|0|0|-93.1376|45.3378|-93.1332|45.3414
5458|80|1.7693|0|MN|27127,27129|MPX|0|0|0|0|0|0|-95.1357|44.6801|-95.1154|44.7013
5463|64|0.6023|0|MN|27013|MPX|0|0|0|0|0|0|-94.0294|43.9124|-94.0211|43.9187
5466|192|4.6538|3|MN|27023|MPX|0|0|0|0|0|0|-95.2881|45.0291|-95.1959|45.0462
5470|336|0.5363|0|MN|27019|MPX|0|0|0|0|0|0|-93.6602|44.8164|-93.6516|44.8212
5470|160|1.6367|0|MN|27093|MPX|0|0|0|0|0|0|-94.5767|45.0217|-94.5456|45.0305
5470|32|1.1439|0|WI|55095|DLH|0|0|0|0|0|0|-92.793|45.6301|-92.7709|45.6361
5471|80|0.4956|0|MN|27039,27147|MPX|0|0|0|0|0|0|-92.9629|44.1819|-92.9533|44.1838
5471|176|2.7527|0|MN|27083|FSD|0|0|1|25|0|0|-95.9946|44.5844|-95.9405|44.5945
5471|96|3.2335|3|MN|27013,27043|MPX|0|0|0|0|0|0|-94.0671|43.89|-94.0233|43.9245
5478|1024|0.0764|0|MN|27097|MPX|0|0|0|0|0|0|-94.3155|45.9741|-94.3139|45.9744
5479|128|2.2147|1|MN|27101|FSD|0|0|0|0|0|0|-95.5194|44.0798|-95.4871|44.1019
5479|3952|0.9562|2|MN|27003|MPX|0|0|0|0|0|0|-94.5147|45.8146|-94.4964|45.82
5479|144|0.6953|1|MN|27013|MPX|0|0|0|0|0|0|-94.2663|44.2109|-94.254|44.2158
5481|64|0.3821|1|MN|27091|MPX|0|0|0|0|0|0|-94.2512|43.6161|-94.2467|43.6206
5482|96|5.3603|1|MN|27033|FSD|0|0|0|0|0|0|-95.3269|43.9623|-95.2394|44.0076
5486|10528|2.2975|0|MN|27003,27163|MPX|0|0|1|125|1|2|-92.9701|45.1702|-92.9302|45.1879
5493|48|0.6928|0|MN|27067|MPX|0|0|0|0|0|0|-95.1312|45.4375|-95.1238|45.4461
5494|304|1.7987|1|MN|27033,27101,27127|MPX|0|0|0|0|1|0|-93.9859|43.8972|-93.9547|43.9103
5494|64|0.441|1|IA|19109|DMX|0|0|0|0|0|0|-93.9571|43.3323|-93.9531|43.338
5497|48|0.6007|0|MN|27129|MPX|0|0|0|0|0|0|-93.1875|43.7741|-93.1758|43.7762
5500|256|0.6713|2|MN|27009,27097|MPX|0|0|0|0|0|0|-94.1779|45.876|-94.1694|45.8837
5501|128|1.7004|0|MN|27161|MPX|0|0|0|0|0|0|-93.4197|44.7204|-93.3985|44.7399
5501|2928|2.4268|1|MN|27067|MPX|0|0|0|0|0|0|-94.8963|45.3186|-94.8817|45.3522
5503|144|1.4661|1|MN|27067|MPX|0|0|0|0|0|0|-94.9661|45.0763|-94.9431|45.09
5503|64|0.7819|0|MN|27091|MPX|0|0|0|0|0|0|-92.755|43.9385|-92.7425|43.9453
5503|48|1.4471|0|MN|27091|MPX|0|0|0|0|0|0|-94.5485|43.8333|-94.5232|43.8436
5510|48|1.5649|0|MN|27129|MPX|0|0|0|0|0|0|-95.2677|44.751|-95.2422|44.7645
5519|2928|3.5941|1|MN|27009,27145|MPX|0|0|1|25|0|0|-94.1803|45.7149|-94.1244|45.7493
5519|80|0.7409|0|MN|27067|MPX|0|0|0|0|0|0|-95.1427|45.2578|-95.1296|45.2633
5519|24480|0.412|0|MN|27013|MPX|0|0|2|50|2|8|-93.9374|44.1819|-93.9294|44.1835
5519|320|0.8169|0|MN|27145|MPX|0|0|0|0|0|0|-94.5393|45.3908|-94.5258|45.3979
5519|144|5.7901|1|MN|27063,27091|FSD,MPX|0|0|0|0|0|0|-94.8879|43.7264|-94.7947|43.7763
5519|64|0.5756|1|IA|19059|FSD|0|0|0|0|0|0|-95.0007|43.3891|-94.9961|43.3968
5525|48|2.953|1|MN|27083|FSD|0|0|0|0|0|0|-95.7699|44.2989|-95.7285|44.3297
5525|64|0.4282|1|MN|27013|MPX|0|0|0|0|0|0|-93.7673|43.9884|-93.7607|43.9924
5525|2656|4.3038|2|MN|27161|MPX|0|0|0|0|1|3|-93.4291|44.1262|-93.3426|44.1315
5525|80|1.2907|0|MN|27063|FSD|0|0|0|0|0|0|-95.1699|43.824|-95.1512|43.837
5525|336|8.3535|1|MN|27013,27165|MPX|0|0|0|0|0|0|-94.3554|44.0706|-94.2743|44.1766
5525|640|0.0842|0|MN|27101|FSD|0|0|0|0|0|0|-95.5739|43.921|-95.5724|43.9216
5525|416|0.6147|3|MN|27093|MPX|0|0|0|0|0|0|-94.594|44.9646|-94.5845|44.9704
5527|16896|1.5095|0|MN|27123|MPX|0|0|0|0|3|7|-93.0629|45.0655|-93.0529|45.0861
5529|288|5.7755|1|MN|27145|MPX|1|1000|1|125|0|0|-95.016|45.6913|-94.9079|45.7271
5533|240|3.7531|1|IA|19189|DMX,MPX|0|0|0|0|0|0|-93.8886|43.4457|-93.8521|43.4931
5539|2032|2.4589|1|MN|27053|MPX|0|0|0|0|0|0|-95.7118|44.6502|-95.6871|44.6811
5540|1104|1.6586|0|MN|27091|MPX|0|0|0|0|0|0|-94.431|43.881|-94.3979|43.8836
5548|64|0.1028|0|MN|27143|MPX|0|0|0|0|0|0|-94.0678|44.5004|-94.0674|44.5019
5550|816|0.052|0|MN|27163|MPX|0|0|0|0|0|0|-92.7386|45.2548|-92.7375|45.2549
5552|608|0.5217|0|MN|27013|MPX|0|0|0|0|0|0|-93.8725|44.2596|-93.8661|44.2656
5552|128|0.4309|0|MN|27015,27103|MPX|0|0|0|0|0|0|-93.9486|44.8659|-93.946|44.8718
5553|3392|3.9386|0|MN|27171|MPX|0|0|0|0|1|3|-93.8052|45.1573|-93.7528|45.2007
5554|128|0.6235|0|MN|27093|MPX|0|0|0|0|0|0|-94.3519|45.2182|-94.3436|45.2251
5555|64|1.162|0|MN|27091|MPX|0|0|0|0|0|0|-94.5406|43.5274|-94.5281|43.5416
5563|144|0.4248|2|MN|27015|MPX|0|0|0|0|0|0|-94.6032|45.1641|-94.6006|45.17
5568|112|0.3393|1|MN|27049|MPX|0|0|0|0|0|0|-92.3881|44.4623|-92.3838|44.4661
5571|128|0.5769|0|MN|27043|MPX|0|0|0|0|1|6|-94.1261|43.6915|-94.1221|43.6993
5576|96|2.9238|0|MN|27121|MPX|0|0|0|0|0|0|-95.3257|45.5489|-95.2827|45.5786
5577|2032|0.6793|0|MN|27093|MPX|0|0|0|0|0|0|-94.2343|45.1196|-94.2241|45.1263
5580|96|2.6839|2|MN|27121|MPX|0|0|0|0|0|0|-95.4646|45.5148|-95.4314|45.5459
5580|144|2.5427|4|MN|27173|MPX|0|0|0|0|0|0|-95.6323|44.7906|-95.5884|44.8101
5580|1184|0.4785|0|MN|27139|MPX|0|0|0|0|0|0|-93.3561|44.6868|-93.3485|44.6911
5580|960|0.6696|0|MN|27173|MPX|0|0|0|0|2|4|-95.7525|44.8514|-95.7425|44.858
5581|208|0.1501|1|MN|27067|MPX|0|0|0|0|0|0|-94.8505|46.0882|-94.8485|46.0898
5584|96|5.7475|1|MN|27083|FSD,MPX|0|0|0|0|0|0|-95.6573|44.3162|-95.5887|44.3833
5586|320|3.5615|1|MN|27097|MPX|0|0|0|0|0|0|-94.5509|45.9201|-94.4933|45.9526
5589|528|2.0059|0|MN|27145|MPX|0|0|0|0|0|0|-94.2873|45.6677|-94.264|45.6917
5599|2464|2.379|0|MN|27049|MPX|0|0|0|0|1|7|-95.0665|43.5416|-95.0295|43.5632
5601|1120|5.6868|3|MN|27013|MPX|0|0|0|0|0|0|-93.7998|44.0629|-93.7446|44.1351
5601|288|5.3681|1|MN|27073,27173|MPX|0|0|0|0|0|0|-95.8159|44.8789|-95.7075|44.8904
5602|48|3.6438|1|MN|27173|MPX|0|0|0|0|0|0|-95.827|44.7431|-95.7574|44.7616
5607|528|1.1289|1|MN|27019|MPX|0|0|0|0|2|4|-93.9477|45.0075|-93.93|45.0179
5612|1008|5.1377|2|MN|27097|MPX|0|0|0|0|2|8|-94.3607|45.8786|-94.3104|45.9442
5612|1872|1.7193|0|MN|27067|MPX|0|0|0|0|0|0|-94.5059|45.7552|-94.4749|45.7675
5614|368|6.4425|1|MN|27067|MPX|0|0|0|0|0|0|-95.0269|44.9495|-94.9211|45.0052
5620|384|0.0411|0|MN|27103|MPX|0|0|0|0|0|0|-94.4411|44.3861|-94.4405|44.3864
5622|192|0.4723|0|MN|27067|MPX|0|0|0|0|0|0|-95.0752|44.9849|-95.0675|44.989
5622|80|1.0832|0|MN|27067|MPX|0|0|0|0|0|0|-95.1693|45.3563|-95.1509|45.3651
5622|13200|2.5736|0|WI|55093|MPX|1|719|0|0|5|8|-92.6191|44.8819|-92.5716|44.8979
5622|352|0.8415|0|MN|27065|DLH|0|0|1|25|0|0|-93.0962|45.8434|-93.0872|45.8538
5624|128|1.4283|0|MN|27093|MPX|0|0|0|0|0|0|-94.5889|45.0263|-94.5663|45.0394
5631|2272|0.7281|0|MN|27085|MPX|0|0|0|0|0|0|-94.0296|45.0067|-94.015|45.0089
5635|48|1.3205|0|MN|27063|FSD|0|0|0|0|0|0|-93.2972|44.1139|-93.2772|44.1266
5636|368|1.3228|0|MN|27171|MPX|0|0|0|0|0|0|-94.2012|45.1717|-94.179|45.1828
5636|7472|3.3819|0|MN|27025|MPX|0|0|3|75|1|2|-92.8336|45.3868|-92.7835|45.4209
5638|176|3.2856|1|MN|27093,27129|MPX|0|0|0|0|0|0|-94.7368|44.9345|-94.6798|44.9596
5638|528|0.3836|0|MN|27131|MPX|0|0|0|0|0|0|-93.345|45.1084|-93.3421|45.1136
5638|6464|4.6193|1|MN|27139|MPX|0|0|0|0|3|6|-94.7941|43.8146|-94.7461|43.8718
5638|128|0.7416|0|MN|27093|MPX|0|0|0|0|0|0|-94.6669|45.1544|-94.6558|45.1618
5638|256|0.9003|0|MN|27049|MPX|0|0|1|25|0|0|-94.112|44.1091|-94.0977|44.117
5640|1312|0.533|0|MN|27161|MPX|0|0|0|0|1|1|-93.443|43.9114|-93.437|43.9178
5647|37808|0.313|1|MN|27037|MPX|0|0|1|125|5|7|-93.0646|43.9445|-93.0583|43.9448
5647|368|4.4689|1|MN|27117|FSD|0|0|0|0|0|0|-93.1099|45.368|-93.0273|45.3966
5647|17616|2.8751|3|MN|27139|MPX|0|0|0|0|3|5|-93.4025|44.7502|-93.361|44.7795
5647|336|1.0192|2|MN|27091|MPX|0|0|0|0|1|1|-93.2885|45.0013|-93.2711|45.0095
5647|64|2.8596|1|MN|27043|MPX|0|0|0|0|0|0|-93.4343|45.5583|-93.3981|45.591
5647|240|1.4214|0|MN|27067,27151|MPX|0|0|0|0|0|0|-94.8479|44.7575|-94.8344|44.7757
5647|6432|0.9184|0|MN|27037|MPX|0|0|2|200|2|4|-93.1591|44.6801|-93.1412|44.684
5649|32|0.4629|0|MN|27173|MPX|0|0|0|0|0|0|-94.1998|45.1292|-94.1903|45.1295
5651|368|1.6009|0|MN|27127|MPX|0|0|0|0|0|0|-95.3331|44.543|-95.3028|44.5514
5651|224|2.1291|0|MN|27099|ARX|0|0|0|0|2|5|-92.9512|43.6581|-92.9246|43.6822
5653|256|6.038|2|IA,MN|19063,27091|MPX|0|0|0|0|0|0|-94.4463|43.4923|-94.3387|43.5317
5654|64|2.2557|2|MN|27121,27151|MPX|0|0|0|0|0|0|-95.5135|45.4494|-95.4758|45.4685
5654|240|0.9733|2|MN|27103|MPX|0|0|0|0|0|0|-94.0487|44.3083|-94.033|44.3168
5656|400|2.3112|0|MN|27043|MPX|0|0|0|0|3|7|-94.1348|43.7728|-94.1047|43.7982
5661|160|1.4336|0|MN|27047|MPX|0|0|0|0|0|0|-93.485|43.5977|-93.4681|43.6144
5669|32|2.1385|1|MN|27033|FSD|0|0|0|0|2|4|-93.4143|43.9438|-93.3718|43.9483
5669|64|0.6996|0|MN|27173|MPX|0|0|0|0|0|0|-96.1663|44.6985|-96.1565|44.7059
5669|560|0.142|1|MN|27025|MPX|0|0|0|0|0|0|-92.839|45.5636|-92.8371|45.5652
5669|2800|2.2507|0|MN|27161|MPX|0|0|0|0|0|0|-93.4897|44.0605|-93.477|44.0918
5669|128|2.6184|2|MN|27127|MPX|0|0|0|0|0|0|-95.1505|44.5877|-95.1098|44.6121
5669|48|1.1713|0|MN|27105|FSD|0|0|0|0|0|0|-95.8897|43.8826|-95.8696|43.8915
5669|2544|0.0926|1|MN|27003|MPX|0|0|1|25|0|0|-93.1977|45.4063|-93.1958|45.4067
5669|176|1.2839|1|MN|27083|FSD|0|0|0|0|0|0|-94.8645|43.3697|-94.841|43.3771
5672|768|4.9859|1|MN|27067,27145|MPX|0|0|0|0|0|0|-94.7364|45.3275|-94.657|45.3732
5672|96|0.055|1|MN|27047|MPX|0|0|0|0|0|0|-93.4855|43.6315|-93.4846|43.632
5674|2208|0.3482|1|MN|27163|MPX|0|0|0|0|0|0|-92.8428|45.0885|-92.8365|45.0909
5675|6432|0.6465|1|MN|27037|MPX|0|0|2|200|2|4|-93.1475|44.7043|-93.1351|44.7074
5675|128|5.3429|2|MN|27129|MPX|0|0|0|0|0|0|-95.1939|44.7228|-95.1018|44.764
5675|592|1.4318|0|MN|27153|MPX|0|0|0|0|0|0|-94.847|45.872|-94.821|45.8821
5675|64|0.7939|0|MN|27093|MPX|0|0|0|0|0|0|-94.6263|45.097|-94.6162|45.106
5677|32|0.7089|1|MN|27151|MPX|0|0|0|0|0|0|-95.8895|45.2425|-95.8752|45.2445
5677|384|0.4469|0|MN|27131|MPX|0|0|0|0|4|8|-93.1674|44.44|-93.1599|44.4436
5678|1600|6.8716|4|MN|27145,27171|MPX|0|0|0|0|0|0|-94.165|45.3571|-94.0711|45.4315
5684|2400|2.2567|1|MN|27171|MPX|0|0|0|0|0|0|-93.7427|45.1994|-93.6965|45.2021
5684|64|0.0747|2|MN|27101|MPX|0|0|0|0|1|0|-95.4396|44.2391|-95.4385|44.2398
5687|176|1.6949|0|MN|27049|MPX|1|852|0|0|2|3|-92.921|44.4627|-92.8964|44.4799
5689|1120|13.8935|4|MN|27093|MPX|0|0|0|0|0|0|-94.4056|45.0746|-94.23|45.233
5690|208|0.549|0|MN|27065|DLH|0|0|0|0|0|0|-93.1473|45.854|-93.137|45.8575
5691|176|2.2483|0|MN|27145|MPX|0|0|0|0|0|0|-94.6678|45.5135|-94.6237|45.5239
5691|608|0.6773|2|IA|19109|DMX|0|0|0|0|0|0|-94.2491|43.3866|-94.2401|43.3939
5691|240|0.9479|1|MN|27091|MPX|0|0|0|0|1|1|-94.3685|43.5611|-94.3514|43.5669
5691|52832|1.2545|0|MN|27037|MPX|0|0|0|0|9|21|-93.1789|44.8001|-93.1556|44.8075
5691|192|2.3118|2|MN|27079|MPX|0|0|0|0|0|0|-93.599|44.3338|-93.5652|44.357
5691|544|1.4592|1|MN|27009|MPX|0|0|0|0|0|0|-93.918|45.7834|-93.8896|45.7907
5691|368|0.9048|2|MN|27173|MPX|0|0|0|0|0|0|-95.5885|44.7479|-95.5715|44.7529
5691|224|1.034|1|MN|27067|MPX|0|0|0|0|3|5|-94.7985|44.1246|-94.7867|44.1369
5691|64|0.3648|0|MN|27047|MPX|0|0|0|0|0|0|-93.1329|43.8961|-93.1291|43.9006
5691|288|6.8799|1|MN|27101|FSD,MPX|0|0|0|0|0|0|-95.6504|44.1984|-95.5243|44.2402
5691|416|0.5137|0|MN|27131|MPX|0|0|0|0|0|0|-93.1224|44.4539|-93.1154|44.4594
5691|256|1.0487|0|MN|27093|MPX|0|0|0|0|0|0|-94.4475|45.07|-94.4295|45.0782
5693|16|1.0314|0|MN|27151|MPX|0|0|0|0|0|0|-96.0151|45.3411|-95.9957|45.3473
5693|352|0.7606|0|MN|27047|MPX|0|0|0|0|0|0|-92.4067|44.8208|-92.3955|44.8284
5693|48|2.3047|0|MN|27033|FSD|0|0|0|0|0|0|-95.3218|43.971|-95.2871|43.9932
5693|48|0.14|0|MN|27083|FSD|0|0|0|0|0|0|-95.6454|44.3305|-95.6436|44.332
5694|480|0.477|1|MN|27023|MPX|0|0|0|0|0|0|-95.3703|44.9479|-95.3632|44.9527
5698|480|1.7825|0|MN|27097|MPX|0|0|0|0|0|0|-94.5321|45.8785|-94.5073|45.8977
5702|44384|1.0806|0|MN|27053|MPX|0|0|0|0|2|5|-92.8957|44.8128|-92.8805|44.8241
5704|576|1.6144|1|MN|27059|MPX|0|0|0|0|0|0|-93.1499|45.5504|-93.1223|45.5635
5705|18000|3.7346|2|MN|27003,27123|MPX|0|0|0|0|0|0|-93.1157|45.1431|-93.0463|45.166
5705|64|0.336|0|MN|27129|MPX|0|0|0|0|0|0|-95.1658|44.8616|-95.16|44.8642
5709|11792|5.4179|1|MN|27003|MPX|0|0|0|0|0|0|-93.384|45.2983|-93.2929|45.3435
5712|48|1.7266|1|MN|27173|MPX|0|0|0|0|0|0|-95.4565|44.6144|-95.4279|44.6289
5712|448|0.1829|0|MN|27171|MPX|0|0|0|0|1|3|-93.8848|45.3273|-93.8828|45.3296
5712|64|0.3877|1|MN|27023|MPX|0|0|0|0|0|0|-92.9525|44.655|-92.9447|44.6557
5714|1712|1.3841|0|MN|27067|MPX|0|0|0|0|0|0|-94.8885|45.2718|-94.868|45.2857
5716|176|1.9882|2|MN|27043,27047,27161|MPX|0|0|0|0|0|0|-93.6172|45.5691|-93.5964|45.5939
5716|928|1.3083|1|MN|27037,27163|MPX|0|0|0|0|2|2|-92.9048|44.7944|-92.8875|44.8088
5724|1616|0.78|0|MN|27141|MPX|0|0|0|0|0|0|-93.5011|45.5417|-93.4908|45.5504
5726|144|1.5029|1|MN|27151|MPX|1|31|0|0|3|6|-95.6726|45.2974|-95.6518|45.3135
5736|80|2.2528|2|MN|27151|MPX|0|0|0|0|0|0|-95.494|45.4524|-95.4475|45.4535
5736|368|18.2732|2|IA|19063|DMX,MPX|0|0|0|0|1|0|-94.8632|43.3335|-94.5725|43.4927
5744|112|3.9257|1|MN|27127|MPX|0|0|0|0|0|0|-95.1239|44.3355|-95.0768|44.3813
5744|96|1.5061|0|MN|27127|MPX|0|0|0|0|0|0|-95.4816|44.4977|-95.4634|44.5151
5744|1552|1.6458|1|MN|27033,27063|FSD|0|0|0|0|0|0|-94.2516|44.3043|-94.2183|44.3041
5744|1728|2.0796|1|MN|27003|MPX|0|0|0|0|0|0|-93.2206|45.3358|-93.1874|45.3548
5744|12320|12.4271|1|MN|27141,27171|MPX|0|0|0|0|2|4|-93.684|45.306|-93.443|45.3663
5748|432|10.7263|1|IA|19063|DMX|0|0|1|25|0|0|-94.8442|43.3572|-94.6836|43.4596
5748|3088|1.0098|1|MN|27141|MPX|0|0|0|0|0|0|-93.5852|45.4628|-93.5729|45.4745
5748|4096|0.2275|1|MN|27103|MPX|0|0|0|0|0|0|-93.9888|44.2311|-93.9858|44.2336
5748|16|0.6147|0|MN|27073|MPX|0|0|0|0|0|0|-96.1059|44.9055|-96.0991|44.9129
5749|32|0.4929|2|IA|19109|DMX|0|0|0|0|0|0|-93.988|43.3858|-93.9798|43.3897
5751|768|3.1163|1|MN|27145|MPX|0|0|0|0|0|0|-96.037|44.9481|-95.9889|44.9777
5753|928|0.6133|0|MN|27145|MPX|0|0|0|0|0|0|-94.4096|45.7559|-94.4011|45.7625
5754|112|2.6452|1|MN|27127|MPX|0|0|0|0|0|0|-94.89|44.3726|-94.8632|44.4058
5755|96|2.04|0|MN|27121|MPX|0|0|0|0|0|0|-95.102|45.7765|-95.0636|45.789
5755|144|0.4872|1|MN|27145|MPX|0|0|0|0|0|0|-94.6673|45.595|-94.6621|45.601
5755|96|5.2217|3|IA|19109,19189|DMX|0|0|0|0|1|1|-94.0158|43.3529|-93.9252|43.39
5755|39376|1.7129|0|MN|27037,27053|MPX|0|0|0|0|5|8|-93.2157|44.8472|-93.2041|44.8706
5759|672|3.2388|1|MN|27019|MPX|0|0|0|0|0|0|-93.6929|44.7716|-93.6311|44.7881
5759|9152|0.3359|1|MN|27019|MPX|0|0|0|0|0|0|-93.5208|44.8352|-93.5157|44.8385
5759|64|1.2158|0|MN|27039|ARX|0|0|0|0|0|0|-92.8156|43.972|-92.7956|43.982
5760|480|1.4158|1|MN|27095|MPX|0|0|0|0|0|0|-95.2892|45.7293|-95.2691|45.7443
5760|240|4.7711|1|MN|27147|MPX|0|0|0|0|1|3|-93.2849|44.0229|-93.2202|44.074
5766|9296|8.1468|1|MN|27141|MPX|0|0|0|0|1|2|-93.5747|45.3286|-93.442|45.4007
5766|5952|5.5577|2|MN|27067|MPX|0|0|0|0|0|0|-95.0128|45.0678|-94.9548|45.137
5766|352|0.7586|1|MN|27065|DLH|0|0|1|25|0|0|-93.1015|45.8565|-93.086|45.8583
5771|752|2.1692|1|MN|27013|MPX|0|0|0|0|0|0|-93.7688|44.0987|-93.7251|44.1005
5776|464|1.5191|3|MN|27093|MPX|0|0|0|0|1|4|-94.3471|45.0676|-94.3208|45.0793
5779|80|0.008|0|MN|27157|MPX|0|0|1|25|1|0|-92.2502|44.4181|-92.2501|44.4182
5781|80|2.8077|3|MN|27083,27127|MPX|0|0|0|0|0|0|-95.5809|44.4029|-95.5311|44.4224
5781|1504|14.1134|3|MN|27097|MPX|0|0|0|0|0|0|-94.2944|45.9698|-94.1176|46.1331
5783|256|1.823|0|MN|27079|MPX|0|0|0|0|0|0|-93.7434|44.5253|-93.7119|44.5392
5783|128|1.6503|0|MN|27043|MPX|0|0|0|0|0|0|-93.7574|43.7622|-93.7414|43.7831
5783|13344|3.2517|0|MN|27171|MPX|0|0|1|125|8|28|-93.5954|45.2693|-93.5483|45.3028
5791|80|2.6057|1|MN|27013|MPX|0|0|0|0|0|0|-92.2067|44.9613|-92.1643|44.9842
5792|7072|13.6691|2|MN|27079|MPX|1|25|0|0|2|4|-93.7561|44.4428|-93.5394|44.5663
5792|48|0.1286|0|MN|27127|MPX|0|0|0|0|0|0|-95.3815|44.4842|-95.3792|44.4852
5792|32|6.3429|2|MN|27173|MPX|0|0|0|0|0|0|-95.2516|44.6585|-95.1974|44.7418
5792|6896|7.9788|1|MN|27037|MPX|0|0|0|0|0|0|-93.1174|44.5118|-93.0097|44.598
5792|224|1.8984|1|MN|27099|ARX|0|0|0|0|0|0|-92.6327|43.8592|-92.6091|43.8807
5792|128|0.0685|0|MN|27063|FSD|0|0|0|0|2|5|-95.4157|43.6532|-95.4146|43.6538
5792|80|2.1476|2|MN|27121|MPX|0|0|0|0|0|0|-95.5024|45.5416|-95.4717|45.564
5792|368|1.0644|0|MN|27141|MPX|0|0|0|0|0|0|-93.8122|45.5916|-93.7979|45.6034
5792|96|0.2224|0|MN|27079|MPX|0|0|0|0|0|0|-93.5679|44.3066|-93.5645|44.3087
5792|304|0.0116|1|WI|55093|MPX|0|0|0|0|0|0|-92.3879|44.7996|-92.3877|44.7997
5792|304|9.5224|2|MN|27023,27129|MPX|0|0|0|0|0|0|-95.403|44.9405|-95.2478|45.0237
5792|2096|0.433|1|MN|27147|ARX|0|0|0|0|0|0|-93.0046|43.9024|-93.001|43.9081
5795|10832|6.6307|1|MN|27141,27171|MPX|0|0|0|0|3|15|-93.8299|45.3648|-93.7009|45.3964
5795|4304|1.2147|1|MN|27003|MPX|0|0|1|25|0|0|-92.2999|45.0205|-92.2875|45.0357
5795|160|1.1347|1|MN|27171|MPX|0|0|0|0|2|4|-94.0645|45.1201|-94.0442|45.1282
5795|32|0.1668|0|MN|27033|MPX|0|0|0|0|0|0|-94.0184|45.2454|-94.0158|45.2469
5795|1392|4.2276|2|MN|27039|ARX|0|0|0|0|1|0|-92.6532|44.6467|-92.5796|44.6784
5798|1968|0.9521|0|MN|27145|MPX|0|0|0|0|0|0|-94.3686|45.6499|-94.3613|45.6627
5800|1408|0.6522|0|MN|27065|MPX|0|0|0|0|0|0|-93.2174|45.8705|-93.2083|45.8774
5805|9488|2.176|0|MN|27053|MPX|0|0|0|0|2|2|-93.5368|45.235|-93.5007|45.2535
5820|240|5.8156|1|MN|27091|MPX|0|0|0|0|1|1|-94.4005|43.5932|-94.3004|43.6361
5821|1312|1.3322|1|MN|27161|MPX|0|0|0|0|1|1|-93.4186|43.9252|-93.3957|43.9352
5821|368|0.117|1|MN|27171|MPX|0|0|0|0|0|0|-94.1606|45.1883|-94.1586|45.1893
5821|1600|0.5205|0|MN|27097|MPX|0|0|0|0|0|0|-94.0644|46.0297|-94.0549|46.0333
5825|608|2.8442|0|MN|27165|MPX|0|0|0|0|1|0|-94.7808|43.9867|-94.7361|44.0123
5825|64048|1.8215|0|MN|27053|MPX|0|0|0|0|0|0|-93.3264|45.077|-93.2991|45.0951
5839|272|0.5278|0|MN|27019|MPX|0|0|0|0|0|0|-93.8841|44.9686|-93.8757|44.9733
5839|112|1.7689|2|MN|27165|MPX|1|25|1|75|3|5|-94.6693|43.9794|-94.6376|43.9911
5839|96|1.455|0|MN|27063|FSD|0|0|0|0|0|0|-95.1661|43.872|-95.1468|43.8878
5839|64|6.0593|1|MN|27151|MPX|0|0|0|0|0|0|-96.0201|45.2857|-95.9222|45.34
5846|48|0.0592|1|MN|27127|MPX|0|0|0|0|0|0|-94.9789|44.4907|-94.9777|44.4909
5851|64|0.2331|0|MN|27173|MPX|0|0|0|0|0|0|-95.5672|44.9268|-95.5631|44.9285
5854|160|1.15|2|MN|27049|MPX|0|0|0|0|0|0|-92.7515|44.4612|-92.7328|44.4711
5856|528|0.8628|0|MN|27013,27079|MPX|0|0|1|25|1|0|-93.9361|44.2902|-93.9217|44.2973
5856|768|3.7437|1|MN|27037|MPX|0|0|0|0|1|1|-92.9673|44.6694|-92.9172|44.7102
5856|48|0.6459|0|IA|19063|MPX|0|0|0|0|0|0|-94.8604|43.5065|-94.8484|43.5098
