sim|population|distance|rating|states|counties|wfos|hospitals|hospitalbeds|mobileparks|mobilehomes|psubstations|plines|slon|slat|elon|elat
1631|3536|1.127|1|MN|27009|MPX|0|0|0|0|0|0|-94.1194|45.9135|-94.0997|45.9224
1631|32|1.1423|0|MN|27023|MPX|0|0|0|0|0|0|-95.4994|45.136|-95.4872|45.1501
1634|960|6.6299|1|MN|27145|MPX|0|0|0|0|0|0|-93.9538|45.5123|-93.8359|45.5611
1635|64|3.1408|2|MN|27063|FSD|0|0|0|0|0|0|-92.72|44.2297|-92.6671|44.2547
1636|304|2.6271|1|MN|27097|MPX|0|0|0|0|0|0|-94.0281|45.8934|-93.9906|45.921
1643|464|0.0188|0|MN|27131|MPX|0|0|0|0|0|0|-93.3518|44.3296|-93.3515|44.3298
1643|5360|1.4887|0|MN|27037|MPX|0|0|0|0|0|0|-93.0845|44.6656|-93.0699|44.6845
1646|800|5.4126|2|MN|27127|MPX|0|0|0|0|0|0|-94.8684|44.5872|-94.7845|44.6378
1648|224|4.9498|1|MN|27173|MPX|0|0|0|0|0|0|-95.149|45.6633|-95.0571|45.695
1648|96|4.6707|2|IA,MN|19059,27063|FSD|0|0|0|0|0|0|-95.3082|43.5161|-95.2496|43.5687
1648|7296|0.2768|1|MN|27019|MPX|0|0|0|0|1|2|-92.9152|44.1502|-92.9102|44.152
1648|128|0.3462|1|MN|27143|MPX|0|0|1|75|0|0|-94.3248|44.8573|-94.3191|44.8602
1648|80|2.6117|0|MN|27023,27151|MPX|0|0|0|0|0|0|-95.8321|45.1927|-95.7835|45.2087
1649|128|8.1006|1|MN|27081,27173|MPX|0|0|0|0|0|0|-96.0921|44.6081|-95.9709|44.6875
1650|64|2.8742|1|MN|27099|ARX|0|0|0|0|0|0|-93.7202|44.3871|-93.677|44.415
1650|112|0.5956|1|MN|27127|MPX|0|0|0|0|1|12|-94.9476|44.5224|-94.9382|44.5279
1654|784|9.7852|1|MN|27129|MPX|0|0|0|0|0|0|-95.3369|44.7766|-95.1774|44.8617
1655|416|0.1477|0|MN|27163|MPX|0|0|0|0|0|0|-92.8174|45.2132|-92.8146|45.2141
1656|48|0.3116|1|MN|27023|MPX|0|0|0|0|0|0|-95.449|44.9265|-95.4437|44.929
1656|128|0.1643|1|MN|27143|MPX|0|0|0|0|0|0|-93.9948|44.4467|-93.9919|44.4479
1659|1472|0.5596|1|MN|27003|MPX|0|0|0|0|0|0|-93.1514|45.3747|-93.1458|45.3818
1659|12736|1.2917|0|MN|27053|MPX|0|0|0|0|1|2|-93.3976|44.8549|-93.3732|44.8621
1659|80|1.4634|1|MN|27129|MPX|0|0|0|0|0|0|-95.2745|44.8957|-95.2515|44.9092
1661|128|0.5186|0|MN|27013|MPX|0|0|0|0|0|0|-93.8497|44.0714|-93.8412|44.0757
1664|144|2.1983|0|MN|27043,27161|MPX|0|0|0|0|0|0|-93.6843|43.9022|-93.669|43.932
1665|464|3.2892|1|MN|27145|MPX|0|0|0|0|0|0|-94.8625|44.2102|-94.7962|44.2131
1665|27440|2.1644|1|MN|27053|MPX|2|610|0|0|2|4|-93.3533|45.0036|-93.3108|45.0125
1665|240|1.7693|0|MN|27067,27151|MPX|0|0|0|0|0|0|-95.202|45.3711|-95.1725|45.3862
1665|304|0.19|0|MN|27019|MPX|0|0|0|0|0|0|-93.6208|44.7923|-93.6183|44.7945
1665|224|0.8438|2|MN|27131|MPX|0|0|0|0|1|1|-93.0682|44.3293|-93.0552|44.3373
1665|960|0.2624|0|MN|27171|MPX|1|56|0|0|0|0|-94.3569|44.2023|-94.3521|44.204
1665|528|0.5117|1|WI|55093|MPX|0|0|0|0|0|0|-92.3694|44.8367|-92.3622|44.8421
1665|112|2.3177|0|MN|27127|MPX|0|0|0|0|1|1|-95.4974|44.2813|-95.4562|44.2973
1665|304|1.8119|0|MN|27039|ARX|0|0|0|0|0|0|-92.7151|43.9304|-92.6831|43.9429
1665|64|1.3376|1|MN|27105|FSD|0|0|0|0|0|0|-95.572|43.7554|-95.5618|43.7733
1665|208|0.7927|0|MN|27009|MPX|0|0|0|0|0|0|-93.9591|45.6895|-93.9474|45.6976
1665|624|0.3908|0|MN|27025|MPX|0|0|0|0|0|0|-92.7038|45.5677|-92.6982|45.5718
1665|96|6.4246|3|MN|27081,27173|MPX|0|0|0|0|0|0|-96.171|44.6424|-96.0957|44.7185
1666|624|1.3797|0|WI|55095|MPX|0|0|0|0|0|0|-92.5418|45.4081|-92.5155|45.4157
1666|384|9.2689|1|MN|27041,27153|MPX|0|0|0|0|1|0|-95.0697|45.8097|-94.9551|45.9175
1667|80|0.2562|0|MN|27151|MPX|0|0|0|0|0|0|-94.564|45.2921|-94.5602|45.2946
1667|96|0.52|1|MN|27103|MPX|0|0|0|0|0|0|-93.9935|44.3838|-93.9862|44.3892
1667|288|1.6762|1|MN|27147|ARX,MPX|0|0|0|0|0|0|-93.0997|44.0594|-93.0696|44.0703
1667|128|2.031|1|MN|27103|MPX|0|0|0|0|0|0|-94.0229|44.4676|-94.0066|44.4946
1667|144|2.3447|2|MN|27099|ARX|0|0|0|0|1|1|-92.7393|43.8095|-92.7025|43.8306
1669|2000|13.2807|2|MN|27049|MPX|0|0|0|0|0|0|-92.6144|44.4713|-92.3808|44.5672
1673|32|0.4354|1|MN|27033|FSD|0|0|0|0|0|0|-95.3542|44.1288|-95.3476|44.1329
1673|128|1.5398|0|MN|27013|MPX|0|0|0|0|0|0|-94.0252|44.0968|-94.0075|44.1151
1673|400|1.4311|0|MN|27153|MPX|0|0|0|0|0|0|-94.8985|45.9618|-94.8687|45.9622
1673|128|0.2249|0|MN|27161|MPX|0|0|0|0|0|0|-93.6448|44.0421|-93.6412|44.044
1673|32|0.0145|0|MN|27101|FSD|0|0|0|0|0|0|-95.4462|43.9593|-95.446|43.9595
1676|176|7.4674|2|MN|27033|FSD,MPX|0|0|0|0|0|0|-94.9854|43.9745|-94.8504|44.0221
1679|32|1.4263|0|MN|27033|FSD|0|0|0|0|0|0|-95.3345|43.9571|-95.3164|43.9731
1682|96|0.3114|0|MN|27067|MPX|0|0|0|0|0|0|-95.1323|45.0154|-95.1281|45.0188
1685|256|1.9157|1|MN|27145|MPX|0|0|0|0|0|0|-94.5787|45.5267|-94.5453|45.5415
1688|7744|0.696|1|MN|27141,27171|MPX|0|0|0|0|2|4|-93.7001|45.3201|-93.6882|45.3258
1688|1232|1.8412|0|MN|27049|MPX|1|96|1|125|2|6|-92.5453|44.5577|-92.5088|44.5635
1689|5664|2.1008|1|MN|27039,27109|ARX|0|0|0|0|1|1|-92.6064|44.0703|-92.5727|44.0886
1689|160|0.1656|0|MN|27037|MPX|0|0|0|0|0|0|-92.8478|44.6281|-92.8452|44.6296
1690|256|2.5707|2|MN|27131,27147|MPX|0|0|4|250|4|14|-93.2893|44.2226|-93.272|44.2577
1690|80|0.6308|1|MN|27165|MPX|0|0|0|0|0|0|-94.4961|43.9393|-94.4911|43.9477
1696|256|2.443|1|MN|27033,27101|FSD|1|30|0|0|0|0|-95.4525|44.0454|-95.4173|44.0701
1697|1040|1.244|0|MN|27019|MPX|0|0|0|0|0|0|-93.6634|44.8671|-93.6397|44.8736
1697|320|0.0256|0|MN|27067|MPX|0|0|0|0|1|0|-94.8001|45.333|-94.7996|45.3332
1697|848|1.7404|0|WI|55093|MPX|0|0|0|0|0|0|-92.6032|44.7894|-92.5717|44.801
1697|48|1.0216|0|IA|19189|MPX|0|0|0|0|0|0|-93.7055|43.4801|-93.6854|43.4826
1699|112|1.9241|1|IA|19189|DMX|0|0|0|0|0|0|-93.6635|43.3804|-93.6365|43.4001
1700|64|0.9866|0|IA|19063,19109|DMX|0|0|0|0|0|0|-94.4169|43.3874|-94.4022|43.3969
1704|64|0.9742|2|MN|27043|MPX|0|0|0|0|0|0|-93.6037|43.592|-93.5886|43.6009
1705|176|1.4314|3|MN|27129,27143|MPX|0|0|0|0|0|0|-94.2233|44.6511|-94.21|44.6695
1706|32|0.2057|0|MN|27033|FSD|0|0|0|0|0|0|-95.2277|44.0128|-95.2256|44.0153
1706|112|8.3174|1|MN|27129|MPX|0|0|0|0|0|0|-94.0411|44.4278|-93.8968|44.4901
1706|288|0.6891|0|MN|27049|MPX|0|0|0|0|0|0|-92.6615|44.4997|-92.6494|44.5047
1706|208|0.2409|0|MN|27147,27161|MPX|0|0|0|0|0|0|-93.3281|43.9691|-93.3244|43.9713
1706|848|2.2487|0|MN|27013|MPX|0|0|1|75|0|0|-93.9172|44.119|-93.8726|44.1249
1706|20704|0.2741|0|MN|27053|MPX|1|390|0|0|2|4|-93.3335|44.8819|-93.3284|44.8835
1712|80|4.0113|1|IA|19059|DMX,FSD|0|0|0|0|0|0|-94.9746|43.3944|-94.9104|43.429
1714|656|0.9916|0|MN|27003|MPX|0|0|1|125|0|0|-92.9673|45.2468|-92.9487|45.2526
1716|1008|5.4695|1|MN|27037,27131|MPX|0|0|0|0|0|0|-93.2698|44.5434|-93.161|44.5594
1717|144|0.0031|0|MN|27127|MPX|0|0|0|0|0|0|-95.3268|44.2712|-95.3268|44.2712
1717|144|5.775|3|MN|27033,27165|FSD,MPX|0|0|0|0|1|0|-94.9065|44.0099|-94.8123|44.0588
1718|208|1.5153|1|MN|27093|MPX|0|0|0|0|0|0|-94.4335|45.302|-94.4081|45.3147
1724|10528|0.4057|0|MN|27003,27163|MPX|0|0|1|125|1|2|-92.7792|45.1443|-92.7722|45.1474
1732|48|0.259|0|MN|27127|MPX|0|0|0|0|0|0|-94.8408|44.391|-94.8369|44.3935
1732|800|1.8794|1|MN|27145|MPX|0|0|0|0|0|0|-94.5935|45.3724|-94.5572|45.3818
1732|48|0.7631|0|MN|27091|MPX|0|0|0|0|0|0|-94.1987|43.5957|-94.1872|43.6029
1732|320|5.6038|1|MN|27013,27079|MPX|0|0|0|0|0|0|-93.7212|44.2872|-93.6265|44.3318
1732|16|0.0598|0|IA|19109|DMX|0|0|0|0|0|0|-94.2988|43.4073|-94.2982|43.4081
1734|1536|18.4779|2|MN|27059,27065,27115|DLH,MPX|0|0|1|25|1|2|-93.1953|45.7646|-92.9448|45.9673
1737|1104|4.4988|0|MN|27171|MPX|0|0|1|25|5|22|-93.92|45.3472|-93.8479|45.3881
1738|224|0.7194|0|MN|27083|FSD,MPX|0|0|0|0|0|0|-95.6633|44.56|-95.6579|44.5697
1738|704|2.7156|0|MN|27139|MPX|0|0|0|0|1|1|-93.0466|44.2523|-93.001|44.2741
1742|15456|2.1318|1|MN|27053|MPX|0|0|0|0|1|0|-93.5205|45.0485|-93.4816|45.0625
1742|656|0.886|0|MN|27171|MPX|0|0|0|0|0|0|-93.8838|45.2854|-93.8693|45.2932
1746|48144|3.932|0|MN|27037|MPX|0|0|0|0|6|14|-93.1705|44.7447|-93.1133|44.7846
1751|112|1.7705|0|IA,MN|19143,27105|FSD|0|0|0|0|0|0|-95.4501|43.5201|-95.4191|43.5323
1751|2128|1.1835|1|MN|27091|MPX|0|0|1|25|1|0|-94.432|43.6579|-94.4124|43.6675
1752|128|1.1329|1|MN|27121|MPX|0|0|0|0|0|0|-95.2582|45.6575|-95.2392|45.667
1756|2416|1.1211|2|MN|27141|MPX|0|0|0|0|0|0|-93.5011|45.4941|-93.4818|45.5031
1756|304|0.2162|0|MN|27131|MPX|0|0|0|0|0|0|-93.8277|44.4545|-93.824|44.4562
1756|96|3.1165|1|MN|27073|MPX|0|0|0|0|2|4|-96.0739|45.0798|-96.0173|45.1007
1756|112|0.8688|1|MN|27067|MPX|0|0|0|0|0|0|-94.8318|45.4455|-94.8173|45.4528
1756|176|1.4118|0|MN|27093|MPX|0|0|0|0|0|0|-94.6746|45.1914|-94.6546|45.2062
1757|32|1.082|0|MN|27129|MPX|0|0|0|0|0|0|-95.2788|44.9107|-95.2734|44.9259
1757|112|2.7539|1|MN|27129|MPX|0|0|0|0|0|0|-94.9861|44.8999|-94.9511|44.9311
1757|9440|0.9635|0|MN|27131|MPX|0|0|0|0|4|10|-93.2662|44.3573|-93.2508|44.3659
1758|224|0.4109|0|MN|27097|MPX|0|0|0|0|0|0|-94.6404|45.2064|-94.6325|45.2085
1762|64|1.1677|1|IA|19109|DMX|0|0|0|0|0|0|-94.2536|43.8536|-94.231|43.8582
1762|320|0.2868|0|MN|27037|MPX|0|0|0|0|0|0|-92.9922|44.6493|-92.9886|44.6525
1763|112|0.146|1|MN|27147|MPX|0|0|0|0|0|0|-93.3146|43.9916|-93.3128|43.9933
1764|80|1.5688|0|MN|27127|MPX|0|0|0|0|0|0|-95.2781|44.2912|-95.2543|44.3062
1769|192|0.472|0|MN|27153|MPX|0|0|1|25|0|0|-95.0361|45.9263|-95.0297|45.9315
1769|576|2.404|0|MN|27095|MPX|0|0|0|0|0|0|-93.6093|45.8716|-93.5666|45.8896
1769|96|2.3255|0|MN|27083,27173|MPX|0|0|0|0|0|0|-95.5489|44.6197|-95.5201|44.6465
1770|48|0.1558|1|MN|27129|MPX|0|0|0|0|0|0|-95.1381|44.2243|-95.1363|44.2262
1771|64|1.015|0|MN|27101|FSD|0|0|0|0|0|0|-95.4964|44.0086|-95.4781|44.015
1771|832|3.8947|0|MN|27141|MPX|0|0|0|0|0|0|-94.0181|45.5231|-93.9501|45.5534
1772|50320|2.0303|1|MN|27053|MPX|5|2052|0|0|3|5|-93.3375|44.9231|-93.2998|44.9354
1772|80|0.7786|0|MN|27013|MPX|0|0|0|0|0|0|-93.7519|44.5108|-93.7413|44.5191
1779|144|3.7891|1|MN|27095|MPX|0|0|0|0|0|0|-93.6383|45.9821|-93.6008|46.0304
1779|368|0.5306|1|IA|19195|DMX|0|0|0|0|0|0|-93.8411|43.6544|-93.8315|43.6576
1781|80|0.7135|1|MN|27013|MPX|0|0|0|0|0|0|-93.5491|45.9658|-93.5382|45.9728
1786|432|0.7517|0|MN|27131|MPX|0|0|0|0|0|0|-93.3857|44.4989|-93.3748|44.5065
1786|176|1.7951|0|MN|27067|MPX|0|0|0|0|0|0|-95.0674|45.271|-95.0341|45.2824
1786|352|1.3332|0|MN|27145|MPX|0|0|0|0|0|0|-94.3213|45.7666|-94.3067|45.783
1787|272|2.3975|1|IA|19063|DMX|0|0|0|0|0|0|-94.9087|44.7178|-94.8699|44.7389
1788|2640|2.6712|0|MN|27145|MPX|0|0|0|0|0|0|-94.6829|45.451|-94.639|45.4744
1789|816|1.7182|0|MN|27127|MPX|0|0|0|0|0|0|-95.2104|44.4609|-95.1956|44.4834
1789|560|3.6815|1|MN|27093|MPX|0|0|0|0|0|0|-94.431|45.0757|-94.3714|45.1083
1789|448|3.0724|2|MN|27047|MPX|0|0|0|0|0|0|-93.5329|43.7696|-93.4981|43.8063
1793|32|0.4221|0|MN|27121|MPX|0|0|0|0|0|0|-95.5722|45.4974|-95.5649|45.5008
1794|112|1.0334|0|MN|27015|MPX|0|0|0|0|0|0|-94.2413|45.6459|-94.2262|45.6565
1796|48|2.2808|1|MN|27145|MPX|0|0|0|0|0|0|-95.0461|45.7232|-95.0066|45.7415
1808|2000|1.6607|0|MN|27053,27171|MPX|0|0|0|0|0|0|-93.6904|45.1598|-93.6597|45.1704
1810|816|0.4952|0|MN|27153|MPX|0|0|0|0|0|0|-94.65|45.8353|-94.6436|45.8409
1814|48|0.7677|1|MN|27129|MPX|0|0|0|0|0|0|-94.7319|44.8282|-94.7194|44.8349
1814|1248|0.8565|1|MN|27043|MPX|0|0|0|0|0|0|-94.1274|43.8014|-94.1175|43.8115
1814|288|3.9919|2|IA,MN|19195,27047|MPX|0|0|0|0|0|0|-93.1817|43.5263|-93.159|43.5817
1814|192|1.6185|0|MN|27145|MPX|0|0|0|0|0|0|-94.6356|45.4139|-94.6244|45.436
1815|304|2.1033|1|MN|27093|MPX|0|0|2|100|0|0|-94.5458|45.3011|-94.523|45.327
1817|16|0.1539|0|MN|27073|MPX|0|0|0|0|0|0|-96.0494|45.1589|-96.048|45.1609
1817|224|1.7165|0|MN|27025|DLH|0|0|0|0|0|0|-92.9763|45.7532|-92.9527|45.7718
1817|144|1.0009|0|WI|55093|MPX|0|0|0|0|0|0|-92.2003|44.6738|-92.1883|44.6855
1817|176|2.9301|1|MN|27145|MPX|0|0|0|0|0|0|-95.0298|45.7963|-94.9871|45.8265
1827|416|0.6175|1|MN|27129|MPX|0|0|0|0|0|0|-94.8643|44.5629|-94.8529|44.5666
1828|368|10.6132|3|MN|27013|MPX|0|0|0|0|1|4|-94.2283|43.9618|-94.0992|44.0842
1831|1232|0.5333|1|MN|27093|MPX|0|0|0|0|0|0|-93.1714|44.3276|-93.1616|44.3308
1831|208|0.8184|0|WI|55109|MPX|0|0|0|0|0|0|-92.2901|45.1424|-92.2807|45.1522
1833|464|1.707|0|MN|27093,27129|MPX|0|0|0|0|0|0|-94.6527|44.942|-94.6267|44.9585
1833|32|0.2497|0|MN|27033|FSD|0|0|0|0|0|0|-95.0847|44.026|-95.0801|44.0274
1836|480|1.4137|0|MN|27139|MPX|0|0|0|0|0|0|-93.4743|44.6842|-93.4606|44.7021
1841|18032|1.2082|0|MN|27019|MPX|0|0|0|0|1|2|-93.5169|44.8909|-93.4949|44.8988
1843|144|3.7274|1|MN|27093|MPX|0|0|0|0|0|0|-94.6535|45.0868|-94.5805|45.1027
1844|448|16.5488|1|MN|27095,27097|MPX|0|0|0|0|0|0|-93.9795|45.9578|-93.6456|46.0174
1848|1312|1.9643|0|MN|27067,27093|MPX|0|0|0|0|0|0|-94.7227|45.1906|-94.6931|45.21
1848|1232|1.624|1|MN|27163|MPX|0|0|0|0|0|0|-92.8054|44.8319|-92.7859|44.8509
1848|112|1.095|1|MN|27101|FSD|0|0|0|0|0|0|-95.7517|44.163|-95.7402|44.1765
1860|256|0.4773|1|MN|27013|MPX|0|0|0|0|0|0|-93.84|44.141|-93.8334|44.146
1863|1248|0.7206|0|MN|27053|MPX|0|0|0|0|0|0|-93.666|45.1837|-93.6567|45.1918
1864|17152|0.2692|1|MN|27053|MPX|0|0|0|0|1|2|-93.3751|45.1276|-93.3704|45.1296
1866|96|2.1143|0|MN|27023,27129|MPX|0|0|0|0|0|0|-95.2869|44.9309|-95.249|44.9456
1872|2368|5.1889|1|MN|27171|MPX|0|0|0|0|0|0|-94.0073|45.0917|-93.9165|45.1308
1880|8048|7.2848|1|MN|27037,27131|MPX|1|37|2|50|0|0|-93.1617|44.4862|-93.032|44.5369
1880|144|0.8986|0|MN|27067|MPX|0|0|0|0|0|0|-94.7785|44.9858|-94.7618|44.9913
1883|16|0.5872|1|MN|27073|MPX|0|0|0|0|0|0|-96.1105|44.8975|-96.1031|44.9042
1883|368|0.8684|0|MN|27009|MPX|0|0|0|0|0|0|-93.8686|45.7675|-93.8529|45.7737
1883|2768|3.8882|1|MN|27173|MPX|0|0|0|0|1|10|-95.5616|44.8155|-95.4828|44.8217
1883|176|3.5459|0|MN|27013|MPX|0|0|0|0|0|0|-94.2352|44.2186|-94.1681|44.2365
1883|13136|3.2922|0|MN|27171|MPX|0|0|0|0|1|2|-93.8105|45.2073|-93.7738|45.2473
1883|944|1.256|1|MN|27085|MPX|0|0|0|0|0|0|-93.9357|44.8474|-93.921|44.8623
1884|96|0.2205|0|MN|27067|MPX|0|0|0|0|0|0|-94.7788|44.9441|-94.7756|44.9463
1884|640|0.8204|1|MN|27163|MPX|0|0|0|0|0|0|-92.8615|45.2427|-92.8473|45.2492
1885|560|0.4423|0|MN|27059|MPX|0|0|0|0|0|0|-94.4051|45.3319|-94.3968|45.3345
1890|112|3.4083|1|MN|27101|FSD|0|0|0|0|0|0|-95.9552|44.0644|-95.8976|44.0913
1894|160|0.3362|0|MN|27095|MPX|0|0|0|0|0|0|-93.6394|45.9384|-93.6332|45.9406
1894|528|3.5874|1|MN|27145|MPX|0|0|0|0|0|0|-94.9867|45.7753|-94.9337|45.8118
1895|32|0.9512|1|MN|27129|MPX|0|0|0|0|0|0|-94.8136|44.8641|-94.8008|44.8744
1895|5984|1.5957|0|MN|27105|FSD|0|0|0|0|3|11|-95.5901|43.6957|-95.5652|43.7102
1897|144|6.4286|1|MN|27173|MPX|0|0|0|0|0|0|-95.4763|44.6408|-95.3764|44.7009
1897|848|0.433|0|MN|27131|MPX|0|0|0|0|0|0|-93.4309|44.2814|-93.4223|44.2828
1897|14928|0.1698|0|MN|27109|ARX|0|0|0|0|0|0|-92.4601|44.124|-92.457|44.125
1897|3904|1.0494|1|MN|27079,27103|MPX|1|82|2|50|1|0|-93.9233|44.38|-93.9069|44.3897
1897|64|0.7141|0|MN|27127|MPX|0|0|0|0|0|0|-94.9054|44.3784|-94.8931|44.3838
1898|96|11.3776|3|MN|27121,27151|MPX|0|0|0|0|0|0|-93.2564|44.128|-93.0975|44.2468
1898|1648|4.282|0|MN,WI|27163,55095|MPX|1|103|0|0|0|0|-92.7166|45.3039|-92.6475|45.3423
1898|384|0.0936|2|MN|27131|MPX|0|0|0|0|4|8|-93.1746|44.4221|-93.1736|44.4233
1898|96|1.9867|0|MN|27079|MPX|0|0|0|0|0|0|-93.7295|44.3542|-93.6972|44.3713
1898|6720|2.4211|1|MN|27079|MPX|1|25|0|0|2|4|-93.5831|44.5413|-93.544|44.5626
1898|80|2.6163|0|MN|27033,27101|FSD|0|0|0|0|2|4|-95.4463|44.0219|-95.3996|44.0393
1898|224|2.0107|0|MN|27173|MPX|0|0|0|0|0|0|-95.4727|44.7773|-95.4369|44.7914
1898|272|3.184|2|MN|27041|MPX|0|0|0|0|0|0|-95.2313|45.9684|-95.1783|45.9962
1898|864|0.1377|0|WI|55109|MPX|0|0|1|75|0|0|-92.5491|45.1417|-92.5468|45.1429
1898|96|0.3979|0|MN|27099|ARX|0|0|0|0|0|0|-92.8809|43.6113|-92.8756|43.6156
1898|656|0.3699|0|MN|27097,27145|MPX|0|0|0|0|0|0|-94.488|45.8335|-94.4844|45.8383
1898|2064|2.5031|1|MN|27013,27161|MPX|0|0|0|0|0|0|-93.7081|44.1173|-93.6792|44.147
1898|48|0.2404|0|MN|27129|MPX|0|0|0|0|0|0|-94.8083|44.5264|-94.8061|44.5295
1898|512|2.2271|0|MN|27009|MPX|0|0|0|0|0|0|-93.9212|45.635|-93.88|45.6495
1898|528|2.0915|0|MN|27173|MPX|0|0|0|0|0|0|-95.4694|44.6773|-95.4352|44.6953
1898|240|0.8533|1|MN|27145|MPX|0|0|0|0|0|0|-94.5502|45.7303|-94.5364|45.738
1898|192|0.2874|0|MN|27097|MPX|0|0|0|0|0|0|-94.3868|46.0768|-94.3825|46.0797
1898|2144|0.2543|1|IA|19059|FSD|0|0|1|25|0|0|-95.097|43.3982|-95.0935|43.4008
1898|32|0.3846|0|MN|27015|MPX|0|0|0|0|0|0|-94.7956|44.2073|-94.7898|44.211
1898|144|2.8564|0|IA|19059|FSD|0|0|0|0|0|0|-95.5859|44.9046|-95.5454|44.9344
1898|752|0.2547|0|IA|19063|DMX|0|0|0|0|0|0|-94.436|43.4486|-94.4317|43.4505
1898|96|2.7475|0|MN|27165|MPX|0|0|0|0|0|0|-93.0566|43.9294|-93.011|43.9518
1898|112|0.9683|0|MN|27063|FSD|0|0|0|0|0|0|-95.0274|43.528|-95.0153|43.5389
1898|48|9.1156|1|MN|27043|MPX|0|0|0|0|0|0|-95.4713|45.6228|-95.2913|45.6624
1898|544|0.0224|0|MN|27013|MPX|0|0|0|0|0|0|-94.0828|43.9185|-94.0824|43.9187
1898|960|0.327|0|MN|27043,27047|MPX|0|0|0|0|0|0|-95.2306|44.0334|-95.2246|44.0353
1898|80|0.3821|1|MN|27033|FSD|0|0|0|0|1|0|-94.8892|43.9761|-94.8821|43.9782
1898|112|0.3414|1|MN|27049|MPX|0|0|0|0|0|0|-92.9267|44.3563|-92.9214|44.3595
1898|128|0.4605|0|MN|27013|MPX|0|0|0|0|0|0|-93.8314|44.077|-93.8231|44.08
1898|7616|1.4538|1|MN|27171|MPX|0|0|0|0|1|2|-93.6811|45.2403|-93.6544|45.2498
1898|96|3.8281|0|MN|27063|FSD|0|0|0|0|0|0|-95.0961|43.6904|-95.0264|43.7133
1898|944|1.2211|0|WI|55109|MPX|0|0|0|0|0|0|-92.5985|45.2412|-92.5752|45.2478
1898|256|0.0844|1|MN|27047|MPX|0|0|0|0|0|0|-93.2987|43.8134|-93.2973|43.8141
1898|320|0.1835|0|MN|27095|MPX|0|0|0|0|0|0|-93.6758|45.6902|-93.6725|45.6916
1898|272|2.953|2|MN|27145|MPX|0|0|0|0|0|0|-94.3639|45.381|-94.3188|45.4097
1898|192|10.3151|2|MN|27023|MPX|0|0|0|0|1|0|-95.493|45.0097|-95.3066|45.08
1898|128|0.3906|0|MN|27139|MPX|0|0|0|0|0|0|-93.6655|44.6239|-93.6609|44.6285
1898|9184|0.4526|1|MN|27053|MPX|0|0|0|0|0|0|-93.4406|45.1695|-93.4348|45.1746
1898|1552|1.0551|2|MN|27147|MPX|0|0|0|0|0|0|-93.1067|44.0692|-93.0895|44.0782
1898|80|7.1757|1|IA|19109|DMX|0|0|0|0|0|0|-95.4002|43.6287|-95.289|43.6944
1898|80|0.7094|1|MN|27151|MPX|0|0|0|0|0|0|-95.8192|45.3048|-95.8098|45.3126
1898|48|3.5604|1|MN|27083|FSD|0|0|0|0|0|0|-96.0989|44.6644|-96.0457|44.6993
1898|112|0.6038|1|MN|27067|MPX|0|0|0|0|0|0|-94.9901|44.946|-94.9822|44.9526
1898|80|3.4825|0|MN|27129|MPX|0|0|0|0|0|0|-95.0822|44.7136|-95.04|44.7542
1898|240|3.9673|1|MN|27165|MPX|0|0|0|0|0|0|-94.1166|45.9298|-94.0525|45.966
1898|64|0.9841|0|MN|27101|FSD|0|0|0|0|0|0|-95.9166|44.0413|-95.9116|44.0551
1898|896|5.3748|2|WI|55093,55109|MPX|0|0|0|0|0|0|-92.5089|44.875|-92.4288|44.9282
1898|592|0.1667|0|MN|27139|MPX|0|0|0|0|1|3|-93.3228|44.5961|-93.3195|44.5967
1898|2720|2.5995|1|MN|27173|MPX|0|0|0|0|0|0|-95.4973|44.8174|-95.4662|44.848
1898|64|0.2905|0|MN|27033,27127|MPX|0|0|0|0|1|1|-95.2473|44.2534|-95.2449|44.2572
1898|128|3.6441|1|IA|19109|DMX|0|0|0|0|0|0|-94.0124|43.3308|-93.9406|43.3378
1900|96|0.5594|0|MN|27093|MPX|0|0|0|0|0|0|-94.4731|45.0323|-94.466|45.0386
1900|48|0.2815|1|MN|27033|FSD|0|0|0|0|0|0|-95.2198|44.0964|-95.2158|44.0993
1902|64|0.8498|0|MN|27043|MPX|0|0|0|0|0|0|-93.6255|43.697|-93.6129|43.7053
1904|496|0.7908|1|WI|55109|MPX|0|0|0|0|0|0|-92.6751|45.1857|-92.661|45.1914
1904|176|1.7541|1|MN|27103|MPX|0|0|0|0|0|0|-94.2041|44.2848|-94.1753|44.2996
1913|288|10.1338|1|MN|27091|MPX|0|0|0|0|0|0|-94.7715|43.7456|-94.6689|43.8722
1915|1344|2.7492|1|WI|55095,55109|MPX|0|0|0|0|0|0|-93.4837|44.3925|-93.4574|44.4275
1915|112|0.3279|0|MN|27103|MPX|0|0|0|0|0|0|-93.9997|44.358|-93.9955|44.3617
1915|1392|0.5865|0|MN|27013|MPX|0|0|1|75|5|17|-95.8087|44.7096|-95.7977|44.7128
1915|80|0.8008|0|MN|27023|MPX|0|0|0|0|0|0|-95.7247|45.0646|-95.7094|45.0687
1916|144|0.0032|0|IA|19063|DMX|0|0|0|0|0|0|-94.5978|43.3864|-94.5977|43.3865
1918|10496|12.9909|2|MN|27053|MPX|0|0|1|75|1|0|-93.7229|45.0964|-93.529|45.2255
1920|272|0.3955|0|MN|27037|MPX|0|0|0|0|0|0|-92.7953|44.67|-92.7883|44.6727
