sim,population,hospitals,mobilehomes,psubstations
470,1968,0,0,0
471,160,0,0,0
472,2592,0,0,3
473,64,0,0,0
474,112,0,0,0
475,80,0,0,1
476,0,0,0,0
477,13856,0,150,1
478,32,1,0,0
479,0,0,0,0
480,0,0,0,0
481,128,0,125,2
482,0,0,0,0
483,48,0,0,0
484,64,0,0,0
485,608,0,0,0
486,32,0,0,0
487,0,0,0,0
488,224,0,25,1
489,16,1,0,0
490,64,0,0,0
491,80,0,0,0
492,16,0,0,0
493,16,0,0,0
494,16,0,0,0
495,0,0,0,0
496,112,0,0,1
497,0,0,0,0
498,0,0,0,0
499,1792,0,0,1
500,128,0,0,0
501,10768,1,325,4
502,224,1,0,0
503,0,0,0,0
504,608,0,0,0
505,0,0,0,0
506,176,0,0,0
507,64,0,0,0
508,0,0,0,0
509,80,0,0,0
510,336,0,0,0
511,80,0,325,0
512,16,0,0,0
513,336,0,0,0
514,192,0,0,0
515,720,0,0,4
516,2752,0,0,0
517,1584,0,0,0
518,80,0,0,0
519,0,0,0,0
520,240,0,0,0
521,0,0,0,0
522,80,0,0,0
523,4320,1,25,0
524,112,0,0,0
525,560,0,0,0
526,608,0,0,1
527,0,0,0,0
528,176,0,0,0
529,2640,0,25,0
530,160,0,0,0
531,576,0,0,0
532,96,0,0,0
533,272,0,25,0
534,80,0,25,2
535,1088,0,0,0
536,192,0,0,1
537,0,0,0,0
538,48,0,0,0
539,0,0,0,0
540,192,0,0,0
541,240,0,0,0
542,192,0,0,0
543,1088,0,0,0
544,160,1,25,0
545,16,0,0,0
546,1136,0,50,0
547,3168,1,0,1
548,0,0,0,0
549,16,0,0,0
550,688,1,0,0
551,0,0,0,0
552,432,0,0,2
553,16,0,0,0
554,3808,1,0,1
555,0,0,0,0
556,96,1,0,0
557,64,0,0,0
558,240,0,0,0
559,832,1,100,1
560,256,0,0,0
561,944,0,25,0
562,0,0,0,0
563,0,0,0,0
564,240,0,0,0
565,32,0,0,0
566,176,0,0,0
567,0,0,0,0
568,32,0,0,0
569,160,0,0,0
570,64,0,0,0
571,0,0,0,0
572,0,0,0,0
573,80,0,0,0
574,16,0,0,0
575,0,0,0,0
576,1232,0,0,0
577,0,0,0,0
578,0,0,0,0
579,3296,0,0,3
580,16,0,0,0
581,320,0,0,0
582,128,0,0,0
583,112,0,0,0
584,864,0,0,0
585,528,0,0,0
586,0,0,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,32,0,0,1
593,64,0,0,0
594,224,0,0,0
595,0,0,0,0
596,0,0,0,0
597,752,0,0,1
598,64,0,0,0
599,16,0,0,0
600,0,0,0,0
601,80,0,0,4
602,80,0,0,0
603,112,0,0,0
604,640,0,0,0
605,128,0,0,0
606,0,0,0,0
607,0,0,0,0
608,384,0,0,1
609,48,0,0,0
610,80,0,0,0
611,0,0,0,0
612,0,0,0,0
613,43984,0,0,3
614,160,0,0,0
615,528,0,0,0
616,13760,1,0,0
617,896,0,0,0
618,96,0,0,0
619,2784,0,0,1
620,2288,0,0,0
621,432,0,0,0
622,0,0,0,0
623,32,0,0,0
624,0,0,0,0
625,592,0,0,0
626,80,0,0,0
627,112,0,0,0
628,2528,0,25,2
629,0,0,0,0
630,256,0,0,0
631,208,1,0,1
632,32,0,0,0
633,784,0,0,0
634,0,0,0,0
635,192,0,0,0
636,48,0,0,0
637,16,0,0,0
638,1424,1,225,2
639,2800,0,0,1
640,640,0,0,0
641,16,0,0,0
642,0,0,0,0
643,752,0,0,1
644,48,0,0,0
645,0,0,0,0
646,0,0,0,0
647,1296,0,0,0
648,208,0,0,0
649,448,0,0,1
650,112,0,0,1
651,768,0,0,0
652,16,0,0,0
653,32,0,0,0
654,272,0,0,0
655,992,0,0,0
656,16,0,0,3
657,5552,0,250,1
658,4272,0,0,0
659,560,0,0,0
660,464,0,0,0
661,0,0,0,0
662,0,0,0,0
663,3504,0,0,1
664,160,0,0,1
665,16,0,0,0
666,3264,0,75,1
667,16,0,0,0
668,240,0,0,0
669,1392,0,0,3
670,0,0,0,0
671,16,0,0,1
672,3088,1,0,0
673,80,0,0,1
674,48,0,0,0
675,16,0,0,0
676,128,0,0,0
677,0,0,0,0
678,13456,0,0,1
679,48,0,0,0
680,0,0,0,0
681,544,0,0,0
682,304,0,0,2
683,672,0,0,0
684,176,0,0,0
685,560,0,0,1
686,16,0,0,0
687,1920,0,300,2
688,16,0,0,0
689,992,0,225,4
690,336,0,0,0
691,0,0,0,0
692,1328,0,0,0
693,672,0,0,0
694,48,0,0,0
695,800,0,0,1
696,112,0,0,1
697,0,0,0,0
698,16,0,0,0
699,192,0,0,0
700,64,0,0,0
701,240,0,0,0
702,384,0,0,0
703,0,0,0,0
704,80,0,0,0
705,2496,0,0,0
706,0,0,0,0
707,688,0,0,0
708,0,0,0,0
709,1552,0,50,0
710,96,0,0,0
711,0,0,0,0
712,16,0,0,0
713,0,0,0,0
714,0,0,0,0
715,3984,0,0,0
716,176,0,0,0
717,928,0,225,0
718,48,0,0,0
719,2416,0,0,1
720,32,0,0,0
721,7792,0,50,0
722,0,0,0,0
723,4640,0,0,0
724,208,1,0,0
725,0,0,0,0
726,0,0,0,0
727,3296,0,0,0
728,16,0,0,0
729,48,0,0,0
730,64,0,0,0
731,0,0,0,0
732,144,1,25,0
733,112,0,0,0
734,2080,0,0,0
735,80,0,0,1
736,0,0,0,0
737,48,0,0,1
738,208,0,0,0
739,48,0,0,1
740,16,0,0,0
741,160,0,0,0
742,832,0,25,0
743,7664,0,0,1
744,80,0,0,0
745,784,0,0,0
746,112,0,0,0
747,0,0,0,0
748,0,0,0,0
749,736,0,0,0
750,1936,0,0,0
751,0,0,0,0
752,0,0,0,0
753,0,0,0,0
754,0,0,0,0
755,128,0,0,1
756,32,0,0,0
757,336,0,0,0
758,128,0,0,0
759,0,0,0,0
760,784,0,0,0
761,0,0,0,0
762,176,0,0,1
763,128,0,0,0
764,16,0,0,0
765,176,1,0,0
766,176,0,0,1
767,112,0,0,0
768,2912,0,25,2
769,48,0,0,0
770,16,0,0,0
771,48,0,0,0
772,672,0,0,1
773,0,0,0,0
774,192,0,0,0
775,0,0,0,0
776,16,0,0,0
777,3264,0,0,0
778,4656,0,100,2
779,0,0,0,0
780,256,0,0,0
781,2704,0,0,0
782,12832,1,25,7
783,80,0,0,1
784,752,0,0,0
785,128,0,0,0
786,80,0,0,0
787,224,0,0,1
788,96,0,0,0
